"","Rank","Company","Ticker","Sector","Industry","Profitable","Founder_is_CEO","FemaleCEO","Growth_in_Jobs","Change_in_Rank","Gained_in_Rank","Dropped_in_Rank","Newcomer_to_the_Fortune500","Global500","Best_Companies","Number_of_employees","MarketCap_March31_M","RevenuePercentChange","ProfitsPercentChange","CEO","Country","HeadquartersCity","HeadquartersState","Website","CompanyType","Footnote","Revenues","Abs_Profits","Assets","MarketCap_March31"
"582",582,"Hyatt Hotels","H","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","yes","false","false","yes",242,"yes","no","n/a","no","yes",50000,11878,94.6,NA,"Mark S. Hoplamazian","U.S.","Chicago","IL","www.hyatt.com","Public","Market value as of March 31, 2023.",5.891e+09,4.55e+08,1.2312e+10,1.1878e+10
"583",583,"Welltower","WELL","Financials","Real estate","yes","false","false","yes",47,"yes","no","n/a","no","no",514,35174,23.6,-58,"Shankh S. Mitra","U.S.","Toledo","OH","www.welltower.com","Public","A real estate investment trust. Market value as of March 31, 2023.",5.861e+09,1.41e+08,3.7893e+10,3.5174e+10
"584",584,"Evergy","EVRG","Energy","Utilities: Gas and Electric","yes","false","false","no",-26,"no","yes","n/a","no","no",4512,14032,4.9,-14.4,"David A. Campbell","U.S.","Kansas City","MO","investors.evergy.com","Public","Market value as of March 31, 2023.",5.859e+09,7.53e+08,2.949e+10,1.4032e+10
"585",585,"Hasbro","HAS","Household Products","Toys, Sporting Goods","yes","false","false","no",-89,"no","yes","n/a","no","no",6490,7421,-8.8,-52.5,"Christian P. Cocks","U.S.","Pawtucket","RI","www.hasbro.com","Public","Market value as of March 31, 2023.",5.857e+09,2.04e+08,9.296e+09,7.421e+09
"586",586,"NiSource","NI","Energy","Utilities: Gas and Electric","yes","false","false","no",33,"yes","no","n/a","no","no",7140,11534,19.4,37.5,"Lloyd M. Yates","U.S.","Merrillville","IN","www.nisource.com","Public","Market value as of March 31, 2023.",5.851e+09,8.04e+08,2.6737e+10,1.1534e+10
"587",587,"Fortive","FTV","Industrials","Industrial Machinery","yes","false","false","no",-8,"no","yes","n/a","no","no",18000,24078,10.9,24.1,"James A. Lico","U.S.","Everett","WA","www.fortive.com","Public","Market value as of March 31, 2023.",5.826e+09,7.55e+08,1.5891e+10,2.4078e+10
"588",588,"American Axle & Manufacturing","AXL","Motor Vehicles & Parts","Motor Vehicles & Parts","yes","false","false","yes",-1,"no","yes","n/a","no","no",19000,912,12.5,989.8,"David C. Dauch","U.S.","Detroit","MI","www.aam.com","Public","Market value as of March 31, 2023.",5.802e+09,6.4e+07,5.469e+09,9.12e+08
"589",589,"FMC","FMC","Chemicals","Chemicals","yes","false","false","yes",14,"yes","no","n/a","no","no",6600,15284,15,NA,"Mark A. Douglas","U.S.","Philadelphia","PA","www.fmc.com","Public","Market value as of March 31, 2023.",5.802e+09,7.37e+08,1.1171e+10,1.5284e+10
"590",590,"Frontier Communications","FYBR","Telecommunications","Telecommunications","yes","false","false","no",-91,"no","yes","n/a","no","no",14708,5580,-9.7,NA,"Nick Jeffery","U.S.","Norwalk","CT","www.frontier.com","Public","Net income and earnings per share percent changes are not available due to emergence from bankruptcy and fresh-start accounting, April 30, 2021. Market value as of March 31, 2023.",5.787e+09,4.41e+08,1.8624e+10,5.58e+09
"591",591,"Zebra Technologies","ZBRA","Industrials","Electronics, Electrical Equip.","yes","false","false","yes",-38,"no","yes","n/a","no","no",10500,16345,2.7,-44.7,"William J. Burns","U.S.","Lincolnshire","IL","www.zebra.com","Public","Market value as of March 31, 2023.",5.781e+09,4.63e+08,7.529e+09,1.6345e+10
"592",592,"Harley-Davidson","HOG","Transportation","Transportation Equipment","yes","false","false","yes",-20,"no","yes","n/a","no","no",6300,5551,7.8,14.1,"Jochen Zeitz","U.S.","Milwaukee","WI","www.harley-davidson.com","Public","Market value as of March 31, 2023.",5.755e+09,7.41e+08,1.1493e+10,5.551e+09
"593",593,"U-Haul Holding","UHAL","Transportation","Trucking, Truck Leasing","yes","false","false","yes",55,"yes","no","n/a","no","no",25234,10320,26.4,83.9,"Edward J. Shoen","U.S.","Reno","NV","www.uhaul.com","Public","Changed name from Amerco, Dec. 19, 2022. Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",5.74e+09,1.123e+09,1.73e+10,1.032e+10
"594",594,"Under Armour","UAA","Apparel","Apparel","yes","false","true","no",-48,"no","yes","n/a","no","no",12300,3982,19.3,88.3,"Stephanie C. Linnartz","U.S.","Baltimore","MD","about.underarmour.com","Public","Changed fiscal year-end from Dec. 31. to March 31. Figures are for the twelve months ended March 31, 2022. Market value as of March 31, 2023.",5.727e+09,2.23e+08,4.453e+09,3.982e+09
"595",595,"MDC Holdings","MDC","Engineering & Construction","Homebuilders","yes","false","false","no",-15,"no","yes","n/a","no","no",1643,2841,8.8,-2,"David D. Mandarich","U.S.","Denver","CO","www.mdcholdings.com","Public","Market value as of March 31, 2023.",5.718e+09,5.62e+08,5.363e+09,2.841e+09
"596",596,"Broadridge Financial Solutions","BR","Business Services","Financial Data Services","yes","false","false","yes",12,"yes","no","n/a","no","no",14300,17250,14.3,-1.5,"Timothy C. Gokey","U.S.","Lake Success","NY","www.broadridge.com","Public","Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",5.709e+09,5.39e+08,8.169e+09,1.725e+10
"597",597,"Vertiv Holdings","VRT","Industrials","Electronics, Electrical Equip.","yes","false","false","yes",10,"yes","no","n/a","no","no",27000,5404,13.9,-36,"Giordano Albertazzi","U.S.","Westerville","OH","www.vertiv.com","Public","Market value as of March 31, 2023.",5.692e+09,7.7e+07,7.096e+09,5.404e+09
"598",598,"Ingles Markets","IMKTA","Food & Drug Stores","Food and Drug Stores","yes","false","false","no",11,"yes","no","n/a","no","no",18460,1685,13.9,9.2,"James W. Lanning","U.S.","Black Mountain","NC","www.ingles-markets.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5.679e+09,2.73e+08,2.296e+09,1.685e+09
"599",599,"Howmet Aerospace","HWM","Aerospace & Defense","Aerospace & Defense","yes","false","false","yes",13,"yes","no","n/a","no","no",21400,17448,13.9,81.8,"John C. Plant","U.S.","Pittsburgh","PA","www.howmet.com","Public","Market value as of March 31, 2023.",5.663e+09,4.69e+08,1.0255e+10,1.7448e+10
"600",600,"Sealed Air","SEE","Materials","Packaging, Containers","yes","false","false","no",-35,"no","yes","n/a","no","no",16300,6609,2,-3,"Edward L. Doheny II","U.S.","Charlotte","NC","www.sealedair.com","Public","Market value as of March 31, 2023.",5.642e+09,4.92e+08,6.215e+09,6.609e+09
"601",601,"Kemper","KMPR","Financials","Insurance: Property and Casualty (Stock)","no","false","false","no",-64,"no","yes","n/a","no","no",9500,3496,-3.7,NA,"Joseph P. Lacher Jr.","U.S.","Chicago","IL","www.kemper.com","Public","Market value as of March 31, 2023.",5.577e+09,3.01e+08,1.3364e+10,3.496e+09
"602",602,"First Citizens BancShares","FCNCA","Financials","Commercial Banks","yes","false","false","yes",NA,"","","n/a","no","no",10530,14032,183.3,100.6,"Frank B. Holding Jr.","U.S.","Raleigh","NC","www.firstcitizens.com","Public","Market value as of March 31, 2023.",5.549e+09,1.098e+09,1.09298e+11,1.4032e+10
"603",603,"Xylem","XYL","Industrials","Industrial Machinery","yes","false","false","yes",-18,"no","yes","n/a","no","no",17800,18875,6.3,-16.9,"Patrick K. Decker","U.S.","Washington","DC","www.xylem.com","Public","Market value as of March 31, 2023.",5.522e+09,3.55e+08,7.952e+09,1.8875e+10
"604",604,"Palo Alto Networks","PANW","Technology","Network and Other Communications Equipment","no","false","false","yes",62,"yes","no","n/a","no","no",12561,60443,29.3,NA,"Nikesh Arora","U.S.","Santa Clara","CA","www.paloaltonetworks.com","Public","Figures are for fiscal year ended July 31, 2022. Market value as of March 31, 2023.",5.502e+09,2.67e+08,1.2254e+10,6.0443e+10
"605",605,"Skyworks Solutions","SWKS","Technology","Semiconductors and Other Electronic Components","yes","false","false","yes",-10,"no","yes","n/a","no","no",11150,18777,7.4,-14.9,"Liam K. Griffin","U.S.","Irvine","CA","www.skyworksinc.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5.486e+09,1.275e+09,8.874e+09,1.8777e+10
"606",606,"Gartner","IT","Technology","Information Technology Services","yes","false","false","yes",27,"yes","no","n/a","no","no",19500,25756,15.7,1.8,"Eugene A. Hall","U.S.","Stamford","CT","www.gartner.com","Public","Market value as of March 31, 2023.",5.476e+09,8.08e+08,7.3e+09,2.5756e+10
"607",607,"Roper Technologies","ROP","Technology","Computer Software","yes","false","false","no",-110,"no","yes","n/a","no","no",15800,46820,-14.7,294.3,"L. Neil Hunn","U.S.","Sarasota","FL","www.ropertech.com","Public","Includes revenues from discontinued operations. Market value as of March 31, 2023.",5.472e+09,4.545e+09,2.6981e+10,4.682e+10
"608",608,"Hanover Insurance Group","THG","Financials","Insurance: Property and Casualty (Stock)","yes","false","false","yes",-25,"no","yes","n/a","no","no",4600,4590,4.6,-72.3,"John C. Roche","U.S.","Worcester","MA","www.hanover.com","Public","Market value as of March 31, 2023.",5.469e+09,1.16e+08,1.3997e+10,4.59e+09
"609",609,"Big Lots","BIG","Retailing","Specialty Retailers: Other","no","false","false","no",-94,"no","yes","n/a","no","no",21200,318,-11.1,-218.5,"Bruce K. Thorn","U.S.","Columbus","OH","www.biglots.com","Public","Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",5.468e+09,2.11e+08,3.691e+09,3.18e+08
"610",610,"Moody's","MCO","Business Services","Financial Data Services","yes","false","false","yes",-98,"no","yes","n/a","no","no",14426,56084,-12.1,-37.9,"Robert S. Fauber","U.S.","New York","NY","www.moodys.com","Public","Market value as of March 31, 2023.",5.468e+09,1.374e+09,1.4349e+10,5.6084e+10
"611",611,"Teledyne Technologies","TDY","Aerospace & Defense","Aerospace & Defense","yes","false","false","yes",29,"yes","no","n/a","no","no",14700,21027,18.3,77.1,"Robert Mehrabian","U.S.","Thousand Oaks","CA","www.teledyne.com","Public","Market value as of March 31, 2023.",5.459e+09,7.89e+08,1.4354e+10,2.1027e+10
"612",612,"Mattel","MAT","Household Products","Toys, Sporting Goods","yes","false","false","no",-42,"no","yes","n/a","no","no",33900,6516,-0.4,-56.4,"Ynon Kreiz","U.S.","El Segundo","CA","www.mattel.com","Public","Market value as of March 31, 2023.",5.435e+09,3.94e+08,6.178e+09,6.516e+09
"613",613,"TransDigm Group","TDG","Aerospace & Defense","Aerospace & Defense","yes","false","false","yes",11,"yes","no","n/a","no","no",14400,40242,13.2,27.4,"Kevin M. Stein","U.S.","Cleveland","OH","www.transdigm.com","Public","Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",5.429e+09,8.66e+08,1.8107e+10,4.0242e+10
